TaylorWilson_2013-0023604-002|W IY sp D OW N sp N IY D sp DH AH M sp EH N IY M AO R sp AE N D sp W AH T sp ER W IY sp D UW IH NG sp W IH DH sp AO L sp DH AH sp W EY S T sp IH S EH N SH AH L IY sp W AH T sp ER W IY sp D UW IH NG sp W IH DH sp AO L sp DH AH sp P IH T S sp AH V sp DH OW Z sp N UW K L IY ER sp W EH P AH N Z sp W EH L sp W ER sp S IH K Y UH R IH NG sp DH EH M sp AH N D sp IH T sp W UH D sp B IY sp G R EY T sp IH F sp W IY sp K UH D sp B ER N sp DH EH M sp IY T sp DH AH M sp AH P sp AE N D sp DH IH S sp R IY AE K T ER sp L AH V Z sp DH IH S sp S T AH F sp|W IY sp D OW N sp N IY D sp DH AH M sp EH N IY M AO R sp AE N D sp W AH T sp ER W IY sp D UW IH NG sp W IH DH sp AO L sp DH AH sp W EY S T sp IH S EH N SH AH L IY sp W AH T sp ER W IY sp D UW IH NG sp W IH DH sp AO L sp DH AH sp P IH T S sp AH V sp DH OW Z sp N UW K L IY ER sp W EH P AH N Z sp W EH L sp W ER sp S IH K Y UH R IH NG sp DH EH M sp AH N D sp IH T sp W UH D sp B IY sp G R EY T sp IH F sp W IY sp K UH D sp B ER N sp DH EH M sp IY T sp DH AH M sp AH P sp AE N D sp DH IH S sp R IY AE K T ER sp L AH V Z sp DH IH S sp S T AH F sp
EllenDunhamJones_2010X-0082754-008|Y UW sp W AA N T sp T AH sp AO L S OW sp T R AY sp T IH sp G EH T sp M AO R sp S IH S T EH M IH K sp T R AE N S F ER M EY SH AH N sp W IY sp N IY D sp T AH sp AO L S OW sp R EH T R OW F IH T sp DH AH sp K AO R AH D ER Z sp DH AH M S EH L V Z sp S OW sp DH IH S sp IH Z sp W AH N sp DH AH T sp HH AE Z sp B IH N sp R EH T R OW F IH T IH D sp IH N sp K AE L AH F AO R N Y AH sp|Y UW sp W AA N T sp T AH sp AO L S OW sp T R AY sp T IH sp G EH T sp M AO R sp S IH S T EH M IH K sp T R AE N S F ER M EY SH AH N sp W IY sp N IY D sp T AH sp AO L S OW sp R EH T R OW F IH T sp DH AH sp K AO R AH D ER Z sp DH AH M S EH L V Z sp S OW sp DH IH S sp IH Z sp W AH N sp DH AH T sp HH AE Z sp B IH N sp R EH T R OW F IH T IH D sp IH N sp K AE L AH F AO R N Y AH sp
ChrisAbani_2007G-0050437-005|DH AH sp W AO R sp EH N D IH D sp AE F T ER sp TH R IY sp Y IH R Z sp AH N D sp AY W AH Z sp G R OW IH NG sp AH P sp IH N sp S K UW L sp AH N D sp DH AH sp F EH D R AH L sp G AH V ER M AH N T sp D IH D AH N sp W AO N T sp AH S sp T AO T sp AH B AW T sp DH AH sp HH IH S T R IY sp AH V sp DH AH sp W AO R sp B IH K AH Z sp DH EY sp TH AO T sp IH T sp P R AA B L IY sp W UH D sp M EY K sp AH S sp|DH AH sp W AO R sp EH N D IH D sp AE F T ER sp TH R IY sp Y IH R Z sp AH N D sp AY W AH Z sp G R OW IH NG sp AH P sp IH N sp S K UW L sp AH N D sp DH AH sp F EH D R AH L sp G AH V ER M AH N T sp D IH D AH N sp W AO N T sp AH S sp T AO T sp AH B AW T sp DH AH sp HH IH S T R IY sp AH V sp DH AH sp W AO R sp B IH K AH Z sp DH EY sp TH AO T sp IH T sp P R AA B L IY sp W UH D sp M EY K sp AH S sp
SpencerWells_2007G-0035993-003|IH T S sp IY Z IY sp T IH sp D IH S M IH S sp DH IH S sp EH Z sp DH IY sp P ER HH AE P S sp W EH L sp IH N T EH N CH AH N D sp B AH T sp AH L T AH M AH T L IY sp B IH N AY T IH D sp M Y UW Z IH NG Z sp AH V sp AH N sp EY T IY N TH sp S EH N CH ER IY sp S AY AH N T IH S T sp W ER K IH NG sp IH N sp DH AH sp P R IY sp D AA R W IH N IY AH N sp IH R AH sp|IH T S sp IY Z IY sp T IH sp D IH S M IH S sp DH IH S sp EH Z sp DH IY sp P ER HH AE P S sp W EH L sp IH N T EH N CH AH N D sp B AH T sp AH L T AH M AH T L IY sp B IH N AY T IH D sp M Y UW Z IH NG Z sp AH V sp AH N sp EY T IY N TH sp S EH N CH ER IY sp S AY AH N T IH S T sp W ER K IH NG sp IH N sp DH AH sp P R IY sp D AA R W IH N IY AH N sp IH R AH sp
PaoloCardini_2012G-0005575-000|S OW sp S AH M W AH N sp T EH L Z sp AH S sp DH AH sp S T AO R IY sp AH B AW T sp S UW P ER T AE S K ER Z sp S OW sp DH IH S sp T UW sp P ER S EH N T sp AH V sp P IY P AH L sp HH UW sp ER EY B AH L sp T UW sp K AH N T R OW L sp M AH L T IY T AE S K IH NG sp IH N V AY R AH N M AH N T sp|S OW sp S AH M W AH N sp T EH L Z sp AH S sp DH AH sp S T AO R IY sp AH B AW T sp S UW P ER T AE S K ER Z sp S OW sp DH IH S sp T UW sp P ER S EH N T sp AH V sp P IY P AH L sp HH UW sp ER EY B AH L sp T UW sp K AH N T R OW L sp M AH L T IY T AE S K IH NG sp IH N V AY R AH N M AH N T sp
JohnHodgman_2008-0084566-008|IH T sp T UH K sp M IY sp S AH M sp T AY M sp T AH sp K AH M sp T AH sp M AY sp S EH N S IH Z sp|IH T sp T UH K sp M IY sp S AH M sp T AY M sp T AH sp K AH M sp T AH sp M AY sp S EH N S IH Z sp
OliverSacks_2009-0082762-008|DH AH sp D IH F AO R M D sp HH AH L UW S AH N EY SH AH N Z sp DH EH R sp IH Z sp AH N AH DH ER sp P AA R T sp AH V sp DH AH sp B R EY N sp W IH CH sp IH Z sp AH S P EH SH L IY sp AE K T IH V EY T IH D sp W IH N sp W AH N sp S IY Z sp K AA R T UW N Z sp|DH AH sp D IH F AO R M D sp HH AH L UW S AH N EY SH AH N Z sp DH EH R sp IH Z sp AH N AH DH ER sp P AA R T sp AH V sp DH AH sp B R EY N sp W IH CH sp IH Z sp AH S P EH SH L IY sp AE K T IH V EY T IH D sp W IH N sp W AH N sp S IY Z sp K AA R T UW N Z sp
NeilTurok_2008-0041514-004|AE N D sp AY L sp JH IH S T sp SH EH R sp AH K AA R T UW N sp AH V sp DH IH S sp AY D IY AH sp HH IY R sp IH T S sp AO L sp AY K AH N sp K AH N V EY sp|AE N D sp AY L sp JH IH S T sp SH EH R sp AH K AA R T UW N sp AH V sp DH IH S sp AY D IY AH sp HH IY R sp IH T S sp AO L sp AY K AH N sp K AH N V EY sp
TylerDeWitt_2012X-0007279-000|AE N D sp DH EH N sp SH IY sp K L EH R AH F AY D sp SH IY sp S EH D sp Y UW sp N OW sp W AH T sp AY D OW N T sp M IY N sp DH AH T sp IH T sp S AH K S sp IH T sp M IY N Z sp DH AH T sp AY D IH D AH N sp AH N D ER S T AE N D sp AH W ER D sp AH V sp IH T sp IH T S sp B AO R IH NG sp AH M sp HH UW sp K EH R Z sp AE N D sp IH T sp S AH K S sp|AE N D sp DH EH N sp SH IY sp K L EH R AH F AY D sp SH IY sp S EH D sp Y UW sp N OW sp W AH T sp AY D OW N T sp M IY N sp DH AH T sp IH T sp S AH K S sp IH T sp M IY N Z sp DH AH T sp AY D IH D AH N sp AH N D ER S T AE N D sp AH W ER D sp AH V sp IH T sp IH T S sp B AO R IH NG sp AH M sp HH UW sp K EH R Z sp AE N D sp IH T sp S AH K S sp
BeckyBlanton_2009G-0017791-001|AW T S AY D sp M AY sp V AE N sp AE T sp N AY T sp AY Y UW Z D sp AH B AH K IH T sp|AW T S AY D sp M AY sp V AE N sp AE T sp N AY T sp AY Y UW Z D sp AH B AH K IH T sp
MurrayGellMann_2007-0067882-006|S OW sp HH IY R sp W IY sp S EY sp AH G EH N sp W AH T sp W IY sp S EH D sp B IY F AO R sp DH AH T sp IY CH sp S K IH N sp AH V sp DH IY sp AH N Y AH N sp SH OW Z sp AH S IH M AH L EH R AH T IY sp T AH sp DH IY sp AH JH OY N IH NG sp S K IH N Z sp S OW sp DH AH sp M AE TH AH M AE T IH K S sp F ER sp DH IY sp AH JH OY N IH NG sp S K IH N Z sp IH Z sp V EH R IY sp S IH M AH L ER sp T AH sp W AH T sp W IY sp N IY D sp F ER sp DH AH sp|S OW sp HH IY R sp W IY sp S EY sp AH G EH N sp W AH T sp W IY sp S EH D sp B IY F AO R sp DH AH T sp IY CH sp S K IH N sp AH V sp DH IY sp AH N Y AH N sp SH OW Z sp AH S IH M AH L EH R AH T IY sp T AH sp DH IY sp AH JH OY N IH NG sp S K IH N Z sp S OW sp DH AH sp M AE TH AH M AE T IH K S sp F ER sp DH IY sp AH JH OY N IH NG sp S K IH N Z sp IH Z sp V EH R IY sp S IH M AH L ER sp T AH sp W AH T sp W IY sp N IY D sp F ER sp DH AH sp
JasonFried_2010X-0037210-003|AY D IH D AH N T sp R IH L IY sp S L IY P sp V EH R IY sp W EH L sp AY D IH D sp DH AH sp S L IY P sp TH IH NG sp AY W EH N T sp T AH sp B EH D sp AY L EY D sp D AW N sp B AH T sp AY D IH N T sp R IH L IY sp S L IY P sp|AY D IH D AH N T sp R IH L IY sp S L IY P sp V EH R IY sp W EH L sp AY D IH D sp DH AH sp S L IY P sp TH IH NG sp AY W EH N T sp T AH sp B EH D sp AY L EY D sp D AW N sp B AH T sp AY D IH N T sp R IH L IY sp S L IY P sp
AlanKay_2007-0042007-004|W EH R AE Z sp DH IY sp|W EH R AE Z sp DH IY sp
WaelGhonim_2011X-0048969-005|DH IH S sp HH OW L sp R EH V AH L UW SH AH N sp SH OW D sp AH S sp HH AW sp AH G L IY sp S AH CH sp AH R AH ZH IY M sp W AO Z sp AE N D sp HH AW sp G R EY T sp AH N D sp AH M EY Z IH NG sp DH AH sp IH JH IH P SH AH N sp M AE N sp DH AH sp IH JH IH P SH AH N sp W UH M AH N sp HH AW sp S IH M P AH L sp AE N D sp AH M EY Z IH NG sp DH IY Z sp P IY P AH L sp AA R sp W EH N EH V ER sp DH EY sp HH AE V sp AH D R IY M sp W EH N sp AY S AO sp DH AE T sp|DH IH S sp HH OW L sp R EH V AH L UW SH AH N sp SH OW D sp AH S sp HH AW sp AH G L IY sp S AH CH sp AH R AH ZH IY M sp W AO Z sp AE N D sp HH AW sp G R EY T sp AH N D sp AH M EY Z IH NG sp DH AH sp IH JH IH P SH AH N sp M AE N sp DH AH sp IH JH IH P SH AH N sp W UH M AH N sp HH AW sp S IH M P AH L sp AE N D sp AH M EY Z IH NG sp DH IY Z sp P IY P AH L sp AA R sp W EH N EH V ER sp DH EY sp HH AE V sp AH D R IY M sp W EH N sp AY S AO sp DH AE T sp
NicholasNegroponte_2007P-0076810-007|T EH N D ER sp HH AE D sp N AH TH IH NG sp IH N sp IH T sp DH AH T sp R IH L EY T IH D sp T AH sp AH S sp N AH TH IH NG sp S P IH S IH F IH K sp AH B AW T sp S AH N L AY T sp R IY D AH B AH L sp M EH SH sp N EH T W ER K sp L OW sp P AW ER sp B AH T sp JH IH S T sp AH V AH N IH L AH sp L AE P T AA P sp P R AH P OW Z AH L sp AH N D sp G EH S sp W AH T sp W IY sp W AA N sp IH T sp HH AE N Z sp|T EH N D ER sp HH AE D sp N AH TH IH NG sp IH N sp IH T sp DH AH T sp R IH L EY T IH D sp T AH sp AH S sp N AH TH IH NG sp S P IH S IH F IH K sp AH B AW T sp S AH N L AY T sp R IY D AH B AH L sp M EH SH sp N EH T W ER K sp L OW sp P AW ER sp B AH T sp JH IH S T sp AH V AH N IH L AH sp L AE P T AA P sp P R AH P OW Z AH L sp AH N D sp G EH S sp W AH T sp W IY sp W AA N sp IH T sp HH AE N Z sp
JaneGoodall_2007G-0096907-009|EH V R IY sp W AH N sp AH V sp AH S sp IH N sp DH IH S sp R UW M sp W IY sp HH AE V sp AH CH OY S sp EH Z sp T AH sp W AH T sp K AY N D sp AH V sp D IH F R AH N S sp W IY sp W AO N T sp T AH sp M EY K sp DH AH sp V EH R IY sp P UH R sp HH AE V sp N OW sp CH OY S sp IH T S sp AH P sp T UW sp AH S sp T UW sp CH EY N JH sp TH IH NG Z sp S OW sp DH AH T sp DH AH sp P UH R sp HH AE V sp CH OY S sp AH Z sp W EH L sp|EH V R IY sp W AH N sp AH V sp AH S sp IH N sp DH IH S sp R UW M sp W IY sp HH AE V sp AH CH OY S sp EH Z sp T AH sp W AH T sp K AY N D sp AH V sp D IH F R AH N S sp W IY sp W AO N T sp T AH sp M EY K sp DH AH sp V EH R IY sp P UH R sp HH AE V sp N OW sp CH OY S sp IH T S sp AH P sp T UW sp AH S sp T UW sp CH EY N JH sp TH IH NG Z sp S OW sp DH AH T sp DH AH sp P UH R sp HH AE V sp CH OY S sp AH Z sp W EH L sp
MartinJacques_2010S-0079542-008|S OW sp DH EH R Z sp AH L AO NG sp HH IH S T R IY sp AH V sp IH K S T R AO R D AH N EH R IY sp S T EY T sp IH N F R AH S T R AH K CH ER AH L sp P R AA JH EH K T S sp IH N sp CH AY N AH sp W IH CH sp AY S AH P OW Z sp HH EH L P S sp AH S sp T UW sp IH K S P L EY N sp W AH T sp W IY sp S IY sp T AH D EY sp W IH CH sp IH Z sp S AH M TH IH NG sp L AY K sp DH AH sp TH R IY sp G AO R JH IH Z sp D AE M sp AH N D sp M EH N IY sp AH DH ER sp IH K S P R EH SH AH N Z sp AH V sp S T EY T sp|S OW sp DH EH R Z sp AH L AO NG sp HH IH S T R IY sp AH V sp IH K S T R AO R D AH N EH R IY sp S T EY T sp IH N F R AH S T R AH K CH ER AH L sp P R AA JH EH K T S sp IH N sp CH AY N AH sp W IH CH sp AY S AH P OW Z sp HH EH L P S sp AH S sp T UW sp IH K S P L EY N sp W AH T sp W IY sp S IY sp T AH D EY sp W IH CH sp IH Z sp S AH M TH IH NG sp L AY K sp DH AH sp TH R IY sp G AO R JH IH Z sp D AE M sp AH N D sp M EH N IY sp AH DH ER sp IH K S P R EH SH AH N Z sp AH V sp S T EY T sp
KeithBarry_2004-0072003-007|S IY sp DH AE T S sp B IH K AA Z sp K OW K sp B AA T AH L Z sp|S IY sp DH AE T S sp B IH K AA Z sp K OW K sp B AA T AH L Z sp
NicholasChristakis_2010-0010789-001|AE N D sp DH EH N sp IH N sp F AE K T sp DH IY Z sp P IY P AH L sp W ER sp EH M B EH D IH D sp IH N sp AH DH ER sp S AO R T S sp AH V sp R IY L EY SH AH N SH IH P S sp M EH R IH JH sp AH N D sp S P AW Z AH L sp AH N D sp F R EH N SH IH P sp AH N D sp AH DH ER sp S AO R T S sp AH V sp T AY Z sp|AE N D sp DH EH N sp IH N sp F AE K T sp DH IY Z sp P IY P AH L sp W ER sp EH M B EH D IH D sp IH N sp AH DH ER sp S AO R T S sp AH V sp R IY L EY SH AH N SH IH P S sp M EH R IH JH sp AH N D sp S P AW Z AH L sp AH N D sp F R EH N SH IH P sp AH N D sp AH DH ER sp S AO R T S sp AH V sp T AY Z sp
JacquelineNovogratz_2009S-0075041-007|P R EH Z IH D AH N T sp K EH N AH D IY sp S EH D sp DH AE T sp DH OW Z sp HH UW sp M EY K sp P IY S F AH L sp R EH V AH L UW SH AH N sp IH M P AA S AH B AH L sp M EY K sp V AY AH L AH N T sp R EH V AH L UW SH AH N sp IH N EH V AH T AH B AH L sp AY W UH D sp S EY sp DH AH T sp DH AH sp K AA N V ER S sp IH Z sp T R UW sp|P R EH Z IH D AH N T sp K EH N AH D IY sp S EH D sp DH AE T sp DH OW Z sp HH UW sp M EY K sp P IY S F AH L sp R EH V AH L UW SH AH N sp IH M P AA S AH B AH L sp M EY K sp V AY AH L AH N T sp R EH V AH L UW SH AH N sp IH N EH V AH T AH B AH L sp AY W UH D sp S EY sp DH AH T sp DH AH sp K AA N V ER S sp IH Z sp T R UW sp
ToddHumphreys_2012X-0014068-001|OW N L IY sp AY B IH L IY V sp|OW N L IY sp AY B IH L IY V sp
AlexTabarrok_2009-0007206-000|DH AE T sp M IY N sp IH T sp M IY N Z sp DH AH T sp W IY sp IH K S T EH N D IH D sp K W AA P ER EY SH AH N sp AH K R AO S sp N AE SH N AH L sp B AW N D ER IY Z sp W IY sp M EY D sp DH AH sp W ER L D sp M AO R sp|DH AE T sp M IY N sp IH T sp M IY N Z sp DH AH T sp W IY sp IH K S T EH N D IH D sp K W AA P ER EY SH AH N sp AH K R AO S sp N AE SH N AH L sp B AW N D ER IY Z sp W IY sp M EY D sp DH AH sp W ER L D sp M AO R sp
TimJackson_2010G-0054113-005|W EH N sp SH IY sp T ER N D sp T AH sp M IY sp V EH R IY sp S AO L AH M L IY sp AH N D sp S EH D sp W AH L sp DH IH S sp R IY L IY sp K IY P sp AW T sp DH AH sp JH ER AE F S sp|W EH N sp SH IY sp T ER N D sp T AH sp M IY sp V EH R IY sp S AO L AH M L IY sp AH N D sp S EH D sp W AH L sp DH IH S sp R IY L IY sp K IY P sp AW T sp DH AH sp JH ER AE F S sp
ChrisAnderson_2004-0012201-001|DH IH S sp IH Z sp W AH N sp W EY sp T AH sp D UW sp T EH K N AA L AH JH IY sp F AO R K AE S T IH NG sp G EH T sp AH S EH N S sp AH V sp W EH R sp T EH K N AA L AH JH IY sp IH Z sp AH N D sp DH EH N sp AE N T IH S AH P EY T sp DH AH sp N EH K S sp AH P T ER N sp W IY sp T EH N D sp T AH sp D UW sp EH N IY sp T EH K N AA L AH JH IY sp DH AH T sp W IY sp TH IH NG K sp IH Z sp S AH F IH SH AH N T L IY sp IH M P AO R T AH N T sp W IH L sp T IH P IH K L IY sp D UW sp IH T sp T W AY S sp W AH N S sp W IY sp W AO N T sp T AH sp D UW sp IH T sp F ER S T sp|DH IH S sp IH Z sp W AH N sp W EY sp T AH sp D UW sp T EH K N AA L AH JH IY sp F AO R K AE S T IH NG sp G EH T sp AH S EH N S sp AH V sp W EH R sp T EH K N AA L AH JH IY sp IH Z sp AH N D sp DH EH N sp AE N T IH S AH P EY T sp DH AH sp N EH K S sp AH P T ER N sp W IY sp T EH N D sp T AH sp D UW sp EH N IY sp T EH K N AA L AH JH IY sp DH AH T sp W IY sp TH IH NG K sp IH Z sp S AH F IH SH AH N T L IY sp IH M P AO R T AH N T sp W IH L sp T IH P IH K L IY sp D UW sp IH T sp T W AY S sp W AH N S sp W IY sp W AO N T sp T AH sp D UW sp IH T sp F ER S T sp
DavidLogan_2009-0059879-006|AE N D sp P IY P AH L sp AE T sp DH AH sp T AY M sp F IH R D sp DH AH T sp S AW TH sp AE F R AH K AH sp W UH D sp EH N D sp AH P sp G OW IH NG sp DH AH sp W EY sp DH AH T sp R AH W AA N D AH sp HH AE Z sp G AO N sp D IH S EH N D IH NG sp IH N T AH sp W AH N sp S K ER M IH SH sp AE F T ER sp AH N AH DH ER sp IH N sp AH S IH V AH L sp W AO R sp DH AH T sp S IY M Z sp T AH sp HH AE V sp N OW sp|AE N D sp P IY P AH L sp AE T sp DH AH sp T AY M sp F IH R D sp DH AH T sp S AW TH sp AE F R AH K AH sp W UH D sp EH N D sp AH P sp G OW IH NG sp DH AH sp W EY sp DH AH T sp R AH W AA N D AH sp HH AE Z sp G AO N sp D IH S EH N D IH NG sp IH N T AH sp W AH N sp S K ER M IH SH sp AE F T ER sp AH N AH DH ER sp IH N sp AH S IH V AH L sp W AO R sp DH AH T sp S IY M Z sp T AH sp HH AE V sp N OW sp
AviRubin_2011X-0081032-008|AE N D sp S OW sp DH EY sp HH AE D sp AH S IH M P AH L sp S EH T AH P sp DH EY sp P UH T sp EY S M AA R T F OW N sp N EH K S sp T UW sp AH K IY B AO R D sp AH N D sp DH EY sp HH AE D sp P IY P AH L sp T AY P sp AE N D sp DH EH N sp DH EH R sp G OW L sp W AA Z sp T IH sp Y UW Z sp DH AH sp V AY B R EY SH AH N Z sp DH AE T sp W ER sp K R IY EY T IH D sp B AY sp T AY P IH NG sp T AH sp M EH ZH ER sp DH AH sp CH EY N JH sp IH N sp DH IY sp AE K S EH L ER AA M AH T ER sp R IY D IH NG sp T IH sp D IH T ER M AH N sp W AH T sp DH AH sp P ER S AH N sp HH AE D sp B IH N sp T AY P IH NG sp|AE N D sp S OW sp DH EY sp HH AE D sp AH S IH M P AH L sp S EH T AH P sp DH EY sp P UH T sp EY S M AA R T F OW N sp N EH K S sp T UW sp AH K IY B AO R D sp AH N D sp DH EY sp HH AE D sp P IY P AH L sp T AY P sp AE N D sp DH EH N sp DH EH R sp G OW L sp W AA Z sp T IH sp Y UW Z sp DH AH sp V AY B R EY SH AH N Z sp DH AE T sp W ER sp K R IY EY T IH D sp B AY sp T AY P IH NG sp T AH sp M EH ZH ER sp DH AH sp CH EY N JH sp IH N sp DH IY sp AE K S EH L ER AA M AH T ER sp R IY D IH NG sp T IH sp D IH T ER M AH N sp W AH T sp DH AH sp P ER S AH N sp HH AE D sp B IH N sp T AY P IH NG sp
